,strain,type,rating,effects,taste
1364,Michael Phelps Og,hybrid,4.4,"Relaxed,Hungry,Sleepy,Creative,Talkative","Pine,Pear,Earthy"
1365,Mickey Kush,sativa,4.6,"Uplifted,Happy,Focused,Relaxed,Euphoric","Earthy,Sweet,Tree,Fruit"
1366,Middlefork,hybrid,4.6,"Creative,Happy,Uplifted,Focused,Euphoric","Earthy,Blueberry,Tar"
1367,Middlefork X Pineapple Express,sativa,4.9,"Happy,Euphoric,Giggly,Uplifted,Relaxed","Pineapple,Sweet,Grape"
1368,Midnight,hybrid,4.4,"Happy,Uplifted,Euphoric,Relaxed,Creative","Earthy,Pungent,Lavender"
1369,Milky Way,indica,4.7,"Relaxed,Happy,Euphoric,Energetic,Focused","Sweet,Menthol,Pepper"
1370,Millennium,hybrid,4.4,"Creative,Relaxed,Uplifted,Happy,Energetic","Blueberry,Earthy,Diesel"
1371,Mint Chocolate Chip,hybrid,4.6,"Relaxed,Happy,Tingly,Uplifted,Talkative","Minty,Earthy,Mint"
1372,Mission Kush,hybrid,4,"Creative,Uplifted,Energetic,Euphoric,Happy",Pine
1373,Misty Kush,indica,4.4,"Happy,Euphoric,Relaxed,Uplifted,Talkative","Sweet,Mango,Lemon"
1374,Misty Morning,hybrid,4,"Sleepy,Euphoric,Relaxed","Spicy/Herbal,Pine"
1375,Mob Boss,hybrid,4.5,"Energetic,Happy,Euphoric,Uplifted,Relaxed","Earthy,Pine,Citrus"
1376,Moby Dick,sativa,4.3,"Uplifted,Euphoric,Happy,Relaxed,Energetic","Sweet,Citrus,Earthy"
1377,Mochi,hybrid,5,"Sleepy,Happy,Hungry,Relaxed,Tingly","Pungent,Minty,Flowery"
1378,Molokai Frost,indica,4.8,"Relaxed,Euphoric,Happy,Creative,Uplifted","Pungent,Woody,Chestnut"
1379,Molokai Purpz,indica,5,"Aroused,Creative,Euphoric,Relaxed,Sleepy","Berry,Grape,Sweet"
1380,Money Maker,indica,4.6,"Relaxed,Sleepy,Happy,Euphoric,Uplifted","Earthy,Berry,Skunk"
1381,Monkey Paw,hybrid,4.5,"Relaxed,Happy,Hungry,Uplifted,Euphoric","Grape,Berry,Spicy/Herbal"
1382,Monolith,indica,5,"Relaxed,Sleepy,Tingly,Euphoric,Focused","Pungent,Earthy,Pine"
1383,Monster Cookies,indica,4.6,"Relaxed,Happy,Sleepy,Euphoric,Hungry","Earthy,Grape,Pine"
1384,Monster Og,hybrid,4.9,"Hungry,Relaxed,Happy,Tingly,Sleepy","Woody,Spicy/Herbal,Earthy"
1385,Montana Silvertip,hybrid,4.6,"Relaxed,Happy,Euphoric,Uplifted,Giggly","Earthy,Spicy/Herbal,Sweet"
1386,Moon Cookies,hybrid,4.8,"Hungry,Focused,Euphoric,Happy,Relaxed","Spicy/Herbal,Minty,Flowery"
1387,Moondance,sativa,5,"Creative,Euphoric,Happy,Relaxed","Lavender,Pine"
1388,Moonshine Haze,sativa,4.3,"Uplifted,Euphoric,Happy,Relaxed,Creative","Earthy,Citrus,Pine"
1389,Moonwalker Kush,hybrid,4.9,"Relaxed,Euphoric,Happy,Focused,Giggly","Earthy,Pine,Minty"
1390,Moose And Lobsta,sativa,4.9,"Happy,Uplifted,Euphoric,Energetic,Talkative","Citrus,Diesel,Pungent"
1391,Morning Glory,hybrid,4.9,"Creative,Energetic,Happy,Aroused,Uplifted","Citrus,Pepper,Lime"
1392,Morning Star,hybrid,4.3,"Uplifted,Euphoric,Creative,Happy,Energetic","Orange,Berry,Blueberry"
1393,Mossad,indica,3.8,"Euphoric,Focused,Relaxed","Sweet,Lemon,Earthy"
1394,Mossimo Og,indica,4.5,"Euphoric,Focused,Relaxed,Sleepy,Uplifted","Honey,Lemon,Pungent"
1395,Motavation,indica,3.9,"Relaxed,Creative,Sleepy,Giggly,Euphoric","Pungent,Sweet,Flowery"
1396,Mother Tongue,sativa,4.4,"Happy,Creative,Euphoric,Giggly,Energetic","Earthy,Lemon,Sweet"
1397,Mother Of Berries,indica,4.6,"Relaxed,Happy,Creative,Sleepy,Tingly","Berry,Blueberry,Sweet"
1398,Mothers Milk,hybrid,4.4,"Relaxed,Happy,Sleepy,Euphoric,Uplifted","Earthy,Vanilla,Sweet"
1399,Mothers Finest,sativa,4.4,"Aroused,Happy,Uplifted,Creative,Energetic","Lemon,Sweet,Pine"
1400,Mothers Helper,hybrid,4.6,"Energetic,Uplifted,Happy,Focused,Creative","Earthy,Sweet,Citrus"
1401,Mountain Girl,hybrid,4.2,"Happy,Uplifted,Relaxed,Talkative,Creative","Earthy,Spicy/Herbal,Sage"
1402,Mr Nice,indica,4.2,"Relaxed,Happy,Hungry,Sleepy,Uplifted","Earthy,Sweet,Woody"
1403,Mr Tusk,hybrid,4.3,"Happy,Talkative,Tingly,Euphoric,Relaxed","Citrus,Sweet,Berry"
1404,Ms Universe,hybrid,4,"Euphoric,Happy,Talkative,Uplifted,Giggly","Sweet,Berry,Pineapple"
1405,Mt Cook,indica,5,"Euphoric,Focused,Happy,Relaxed,Aroused","Ammonia,Diesel,Spicy/Herbal"
1406,Mt Hood Magic,hybrid,4.7,"Euphoric,Happy,Creative,Focused,Uplifted","Earthy,Sweet,Citrus"
1407,Mt Rainier,hybrid,4.8,"Happy,Uplifted,Relaxed,Aroused,Tingly","Earthy,Woody,Sweet"
1408,Murkle,indica,2,Giggly,None
1409,Nl5 Haze Mist,sativa,4.3,"Happy,Euphoric,Relaxed,Uplifted,Creative","Earthy,Sweet,Tropical"
1410,Ny Cheese,hybrid,4.3,"Hungry,Happy,Creative,Uplifted,Energetic","Earthy,Woody,Cheese"
1411,Ny 47,hybrid,4.2,"Hungry,Euphoric,Uplifted,Energetic,Relaxed","Diesel,Citrus,Grapefruit"
1412,Nyc Diesel,hybrid,4.2,"Happy,Uplifted,Relaxed,Energetic,Euphoric","Diesel,Earthy,Pungent"
1413,Nypd,sativa,4.2,"Uplifted,Happy,Relaxed,Giggly,Focused","Flowery,Pine,Earthy"
1414,Narnia,sativa,4.8,"Happy,Creative,Euphoric,Uplifted,Energetic","Sweet,Citrus,Spicy/Herbal"
1415,Nebula,hybrid,4.4,"Uplifted,Happy,Euphoric,Energetic,Creative","Earthy,Honey,Pungent"
1416,Nebula Ii Cbd,hybrid,4.4,"Focused,Uplifted,Talkative,Creative,Euphoric","Earthy,Spicy/Herbal,Woody"
1417,Negra 44,indica,5,"Creative,Energetic,Relaxed,Hungry,Talkative","Sweet,Earthy,Citrus"
1418,Nepalese,sativa,4.4,"Happy,Uplifted,Hungry,Euphoric,Creative","Earthy,Grapefruit,Sweet"
1419,Nepalese Jam,hybrid,4,None,None
1420,Neptune Kush,indica,4.3,"Relaxed,Uplifted,Happy,Hungry,Sleepy","Citrus,Pine,Honey"
1421,Neptune Og,indica,4.4,"Sleepy,Focused,Happy,Hungry,Relaxed","Pungent,Tree,Fruit,Earthy"
1422,Nevils Wreck,sativa,4.4,"Uplifted,Creative,Euphoric,Happy,Aroused","Earthy,Sage,Pine"
1423,Nevilles Haze,sativa,4.2,"Uplifted,Giggly,Euphoric,Talkative,Relaxed","Sweet,Earthy,Diesel"
1424,Nexus Og,indica,4.8,"Relaxed,Euphoric,Happy,Aroused,Sleepy","Sweet,Berry,Earthy"
1425,Nice Cherry,indica,4.6,"Happy,Talkative,Uplifted,Relaxed,Hungry","Sweet,Berry,Pungent"
1426,Nicole Kush,indica,4.9,"Relaxed,Euphoric,Uplifted,Happy,Tingly","Pungent,Sweet,Woody"
1427,Night Nurse,indica,4.6,"Relaxed,Sleepy,Happy,Hungry,Euphoric","Sweet,Earthy,Diesel"
1428,Night Terror Og,indica,4.6,"Relaxed,Sleepy,Happy,Tingly,Euphoric","Earthy,Berry,Grape"
1429,Night Train,indica,3.9,"Relaxed,Sleepy,Tingly,Euphoric,Uplifted","Pepper,Pungent,Chemical"
1430,Nightfire Og,sativa,4.3,"Euphoric,Uplifted,Tingly,Talkative,Energetic","Citrus,Pine,Earthy"
1431,Nightmare Cookies,hybrid,4.7,"Relaxed,Euphoric,Happy,Creative,Uplifted","Sweet,Pine,Woody"
1432,Nina Limone,sativa,5,"Euphoric,Happy,Energetic,Talkative,Uplifted","Lemon,Sweet,Citrus"
1433,Ninja Fruit,hybrid,4.5,"Happy,Relaxed,Sleepy,Uplifted,Aroused","Grape,Citrus,Sweet"
1434,Nordle,indica,4.4,"Relaxed,Happy,Creative,Uplifted,Focused","Sweet,Citrus,Pungent"
1435,North American,indica,4.7,"Relaxed,Focused,Sleepy,Uplifted,Giggly","Earthy,Woody,Spicy/Herbal"
1436,North American Sativa,sativa,4.8,"Uplifted,Euphoric,Focused,Happy,Relaxed","Earthy,Pungent,Skunk"
1437,North Indian,indica,4,"Uplifted,Happy,Hungry,Aroused,Sleepy","Tropical,Earthy,Woody"
1438,Northernberry,indica,4.6,"Relaxed,Sleepy,Happy,Euphoric,Uplifted","Earthy,Berry,Sweet"
1439,Northern Cross,hybrid,4,"Uplifted,Creative,Energetic,Euphoric,Focused","Sweet,Flowery,Tea"
1440,Northern Lights,indica,4.4,"Relaxed,Sleepy,Happy,Euphoric,Uplifted","Earthy,Sweet,Pine"
1441,Northern Lights  5,indica,4.4,"Happy,Uplifted,Relaxed,Euphoric,Focused","Pine,Sweet,Citrus"
1442,Northern Lights 5 X Haze,sativa,4.4,"Happy,Talkative,Relaxed,Uplifted,Energetic","Earthy,Flowery,Sweet"
1443,Northern Wreck,indica,4.8,"Relaxed,Euphoric,Happy,Tingly,Creative","Earthy,Woody,Citrus"
1444,Northwest Pineapple,hybrid,5,"Uplifted,Euphoric,Happy,Relaxed","Sweet,Pineapple"
1445,Nova,indica,4.9,"Happy,Creative,Euphoric,Relaxed,Uplifted","Berry,Earthy,Woody"
1446,Nuclear Cookies,hybrid,4.7,None,None
1447,Nuggetry Og,indica,3.9,"Creative,Euphoric,Sleepy,Giggly,Happy","Earthy,Pungent"
1448,Nuken,indica,4.5,"Relaxed,Happy,Uplifted,Sleepy,Euphoric","Sweet,Earthy,Woody"
1449,Nurse Jackie,sativa,4.4,"Euphoric,Relaxed,Uplifted,Happy,Energetic","Lemon,Pine,Menthol"
1450,Oca Gold,indica,4.8,"Sleepy,Relaxed,Tingly,Euphoric,Happy","Spicy/Herbal,Sweet,Flowery"
1451,Ocas Cloud 9,hybrid,4.8,"Energetic,Happy,Uplifted,Euphoric,Talkative","Citrus,Flowery,Tea"
1452,Ocd,sativa,4.5,"Energetic,Creative,Aroused,Uplifted,Euphoric",Tar
1453,Og 18,hybrid,4.6,"Relaxed,Sleepy,Happy,Hungry,Euphoric","Earthy,Pine,Diesel"
1454,Og 1 Kenobi,indica,None,None,None
1455,Og Cheese,hybrid,4.4,"Relaxed,Creative,Happy,Sleepy,Uplifted","Cheese,Citrus,Earthy"
1456,Og Chem,hybrid,4.5,"Happy,Euphoric,Relaxed,Uplifted,Energetic","Pine,Pungent,Earthy"
1457,Og Diesel Kush,hybrid,4.4,"Happy,Relaxed,Creative,Euphoric,Hungry","Skunk,Pine,Pungent"
1458,Og Eddy Lepp,indica,4,"Happy,Sleepy,Hungry,Talkative,Tingly",Tropical
1459,Og Glue Sniffer,hybrid,5,"Sleepy,Uplifted,Relaxed",Pungent
1460,Og Kush,hybrid,4.3,"Relaxed,Happy,Euphoric,Uplifted,Sleepy","Earthy,Pine,Woody"
1461,Og La Affie,indica,4.8,"Relaxed,Happy,Uplifted,Focused,Creative","Earthy,Pepper,Woody"
1462,Og Los Angeles Kush,indica,4.7,"Sleepy,Relaxed,Hungry,Euphoric,Focused","Earthy,Citrus"
1463,Og Poison,hybrid,4.3,"Relaxed,Sleepy,Euphoric,Hungry,Focused","Earthy,Diesel,Sweet"
1464,Og Ringo,hybrid,4.5,"Happy,Relaxed,Uplifted,Hungry,Euphoric","Lemon,Sweet,Pine"
1465,Og Shark,hybrid,4.5,"Relaxed,Uplifted,Happy,Euphoric,Tingly","Earthy,Chemical,Woody"
1466,Og Skunk,hybrid,4.8,"Happy,Euphoric,Creative,Relaxed,Uplifted","Skunk,Woody,Pine"
1467,Og Sour Diesel,hybrid,3.5,"Happy,Relaxed,Energetic,Giggly,Talkative","Diesel,Citrus,Lemon"
1468,Og Strawberry,hybrid,4.4,"Happy,Creative,Uplifted,Euphoric,Relaxed","Strawberry,Sweet,Earthy"
1469,Og Tonic,hybrid,4.5,"Aroused,Energetic,Euphoric,Happy","Earthy,Pungent,Woody"
1470,Og Wreck,hybrid,4.3,"Focused,Euphoric,Uplifted,Happy,Tingly","Sweet,Earthy,Pungent"
1471,Ogs Pearl,indica,4.2,"Relaxed,Happy,Sleepy,Euphoric,Hungry","Earthy,Pungent,Sweet"
1472,Ogiesel,hybrid,4.2,"Euphoric,Energetic,Creative,Relaxed,Happy","Earthy,Pine,Diesel"
1473,Obama Kush,indica,4.4,"Relaxed,Happy,Euphoric,Uplifted,Creative","Earthy,Sweet,Pungent"
1474,Odyssey,hybrid,4.3,"Focused,Relaxed,Happy,Uplifted,Tingly","Sweet,Skunk,Flowery"
1475,Ogre,hybrid,4.1,"Relaxed,Happy,Euphoric,Uplifted,Aroused","Skunk,Pungent,Earthy"
1476,Ogre Berry,indica,4.3,"Happy,Relaxed,Focused,Sleepy,Giggly","Blueberry,Berry,Earthy"
1477,Old Toby,hybrid,4.2,"Creative,Energetic,Happy,Euphoric,Relaxed","Lime,Pine,Spicy/Herbal"
1478,Oldtimers Haze,sativa,5,"Tingly,Uplifted,Energetic","Citrus,Pine"
1479,Omega,hybrid,4.8,"Euphoric,Happy,Tingly,Relaxed,Uplifted","Menthol,Spicy/Herbal,Sweet"
1480,Omega Dawg,hybrid,4.4,"Uplifted,Euphoric,Relaxed,Happy,Tingly","Diesel,Sweet,Earthy"
1481,One To One,hybrid,4.7,"Focused,Hungry,Relaxed,Creative,Energetic","Earthy,Woody,Pepper"
1482,Opal Og Kush,indica,4.5,"Relaxed,Euphoric,Aroused,Sleepy,Tingly","Strawberry,Earthy,Lavender"
1483,Opium,hybrid,4.8,"Happy,Relaxed,Euphoric,Uplifted,Giggly","Earthy,Citrus,Flowery"
1484,Or,hybrid,4.4,"Hungry,Happy,Relaxed,Euphoric,Sleepy","Earthy,Flowery,Woody"
1485,Orange Afghani,indica,4.5,"Hungry,Relaxed,Sleepy,Creative,Uplifted","Orange,Citrus,Earthy"
1486,Orange Blossom,hybrid,4.6,"Uplifted,Euphoric,Happy,Talkative,Creative","Orange,Citrus,Pine"
1487,Orange Bud,hybrid,4.3,"Happy,Euphoric,Energetic,Relaxed,Uplifted","Orange,Citrus,Pungent"
1488,Orange Cookies,hybrid,4.6,"Relaxed,Happy,Uplifted,Euphoric,Creative","Citrus,Orange,Sweet"
1489,Orange Creamsicle,hybrid,4.8,"Relaxed,Happy,Euphoric,Uplifted,Focused","Citrus,Orange,Sweet"
1490,Orange Crush,hybrid,4.2,"Uplifted,Happy,Relaxed,Energetic,Creative","Citrus,Orange,Sweet"
1491,Orange Diesel,hybrid,4.4,"Relaxed,Focused,Talkative,Energetic,Euphoric","Citrus,Orange,Diesel"
1492,Orange Dream,hybrid,4.1,"Happy,Euphoric,Creative,Uplifted,Relaxed","Tropical,Orange,Citrus"
1493,Orange Durban,sativa,4.8,"Energetic,Talkative,Uplifted,Focused,Creative","Orange,Sweet,Citrus"
1494,Orange Haze,hybrid,4.4,"Happy,Uplifted,Euphoric,Relaxed,Energetic","Orange,Sweet,Citrus"
1495,Orange Hill Special,hybrid,4.9,"Happy,Relaxed,Sleepy,Euphoric,Focused","Orange,Citrus,Sweet"
1496,Orange Juice,hybrid,4.4,"Relaxed,Euphoric,Uplifted,Happy,Creative","Citrus,Orange,Sweet"
1497,Orange Kush,indica,4.1,"Relaxed,Happy,Euphoric,Sleepy,Hungry","Orange,Citrus,Sweet"
1498,Orange Kush Breath,hybrid,None,None,None
1499,Orange Romulan,indica,4,"Euphoric,Relaxed,Tingly,Giggly,Happy","Citrus,Orange,Lime"
1500,Orange Skunk,hybrid,4.1,"Happy,Relaxed,Uplifted,Hungry,Tingly","Citrus,Orange,Earthy"
1501,Orange Turbo,hybrid,4.3,"Happy,Creative,Relaxed,Sleepy,Hungry","Citrus,Orange,Sweet"
1502,Orange Velvet,hybrid,4.3,"Uplifted,Relaxed,Happy,Euphoric,Focused","Orange,Citrus,Sweet"
1503,Orange Wreck,sativa,3,"Uplifted,Creative,Energetic,Euphoric,Focused","Orange,Citrus,Pine"
1504,Oregon Diesel,indica,4.5,"Relaxed,Happy,Sleepy,Tingly,Euphoric","Diesel,Earthy,Pine"
1505,Oregon Pinot Noir,sativa,4.6,"Relaxed,Euphoric,Sleepy,Focused,Tingly","Grape,Sweet,Diesel"
1506,Ortega,indica,4.8,"Relaxed,Giggly,Uplifted,Euphoric,Sleepy","Spicy/Herbal,Pepper,Earthy"
1507,Oteils Egyptian Kush,hybrid,4.8,"Happy,Hungry,Relaxed,Focused,Creative","Earthy,Pungent,Woody"
1508,Outer Space,sativa,4.7,"Uplifted,Creative,Euphoric,Energetic,Happy","Sweet,Citrus,Berry"
1509,Outlaw,sativa,4.5,"Euphoric,Uplifted,Creative,Energetic,Focused","Earthy,Woody,Spicy/Herbal"
1510,Ogezus,indica,4.5,"Euphoric,Relaxed,Creative,Energetic,Focused","Sweet,Citrus,Lemon"
1511,P 51,indica,4.4,"Happy,Giggly,Tingly,Uplifted,Relaxed","Earthy,Spicy/Herbal,Sweet"
1512,P 91,hybrid,4.5,"Euphoric,Happy,Relaxed,Creative,Energetic","Sweet,Chemical,Citrus"
1513,Pacific Blue,indica,5,"Tingly,Relaxed,Sleepy,Uplifted,Creative","Flowery,Earthy,Sweet"
1514,Pagoda,sativa,5,"Uplifted,Happy,Relaxed,Talkative,Energetic","Citrus,Grapefruit,Tropical"
1515,Pakistan Valley Kush,indica,5,"Relaxed,Happy,Sleepy,Euphoric,Uplifted","Pine,Sweet,Earthy"
1516,Pakistani Chitral Kush,indica,4.7,"Relaxed,Happy,Sleepy,Euphoric,Hungry","Earthy,Sweet,Berry"
1517,Pamelina,indica,4.8,"Euphoric,Relaxed,Happy,Sleepy,Uplifted","Chemical,Sage,Flowery"
1518,Panama Punch,sativa,4.9,"Happy,Energetic,Uplifted,Focused,Tingly","Orange,Tropical,Berry"
1519,Panama Red,sativa,4.3,"Happy,Hungry,Uplifted,Energetic,Focused","Earthy,Spicy/Herbal,Skunk"
1520,Panda Og,hybrid,4.4,"Relaxed,Euphoric,Happy,Focused,Uplifted","Earthy,Berry,Chemical"
1521,Pandoras Box,sativa,4.3,"Euphoric,Energetic,Uplifted,Happy,Focused","Spicy/Herbal,Citrus,Flowery"
1522,Papas Og,indica,4.7,"Relaxed,Focused,Happy,Giggly,Sleepy","Earthy,Pungent,Sweet"
1523,Papaya,indica,4.2,"Relaxed,Sleepy,Happy,Euphoric,Hungry","Tropical,Sweet,Tree,Fruit"
1524,Paris Og,indica,4.6,"Relaxed,Happy,Sleepy,Euphoric,Uplifted","Earthy,Lemon,Pine"
1525,Paris Xxx,indica,4.5,"Creative,Aroused,Uplifted,Energetic,Euphoric","Sweet,Pungent,Nutty"
1526,Patti Cake,hybrid,None,None,None
1527,Peaches And Cream,hybrid,4.7,"Euphoric,Relaxed,Focused,Creative,Hungry","Peach,Sweet,Vanilla"
1528,Pearl Scout Cookies,hybrid,4.7,"Uplifted,Happy,Giggly,Relaxed,Focused","Sweet,Citrus,Lemon"
1529,Peles Fire Og,hybrid,5,"Aroused,Uplifted,Energetic,Sleepy,Tingly","Diesel,Earthy,Pungent"
1530,Pennywise,indica,4.5,"Relaxed,Happy,Uplifted,Sleepy,Focused","Earthy,Woody,Sweet"
1531,Peppermint Cookies,hybrid,4.7,"Relaxed,Euphoric,Uplifted,Focused,Creative","Sweet,Mint,Pine"
1532,Permafrost,hybrid,4.2,"Focused,Happy,Relaxed,Talkative,Euphoric","Woody,Earthy,Pine"
1533,Pestilence,indica,None,None,None
1534,Petrolia Headstash,indica,4.6,"Relaxed,Euphoric,Uplifted,Happy,Aroused","Pungent,Violet,Woody"
1535,Peyote Cookies,indica,4.9,"Happy,Euphoric,Creative,Relaxed,Hungry","Sweet,Nutty,Coffee"
1536,Pez,indica,4.3,"Euphoric,Sleepy,Giggly,Relaxed,Energetic","Pine,Sweet,Earthy"
1537,Phantom Arrow,indica,5,"Happy,Relaxed,Tingly,Euphoric,Focused","Tree,Fruit,Menthol,Flowery"
1538,Phantom Cookies,hybrid,4.6,"Happy,Relaxed,Uplifted,Creative,Energetic","Berry,Grape,Mango"
1539,Phantom Og,indica,4.4,"Relaxed,Sleepy,Euphoric,Happy,Focused","Pungent,Earthy,Sweet"
1540,Phatt Frutty,indica,4.5,"Uplifted,Happy,Relaxed,Talkative,Creative","Lemon,Spicy/Herbal,Lime"
1541,Phishhead Kush,indica,5,"Giggly,Happy,Talkative,Tingly,Uplifted","Sweet,Berry"
1542,Pie Face Og,hybrid,4.5,"Relaxed,Euphoric,Giggly,Happy,Tingly","Earthy,Sweet,Tropical"
1543,Pine Cone,hybrid,4.5,"Creative,Uplifted,Energetic,Euphoric,Focused","Pine,Earthy,Woody"
1544,Pine Queen Dream,hybrid,4.7,"Aroused,Uplifted,Euphoric,Focused,Happy","Earthy,Woody,Pine"
1545,Pine Tar Kush,indica,4.5,"Relaxed,Happy,Uplifted,Euphoric,Hungry","Pine,Woody,Earthy"
1546,Pineapple,hybrid,4.2,"Happy,Uplifted,Euphoric,Relaxed,Energetic","Pineapple,Tropical,Sweet"
1547,Pineapple Calyx,hybrid,None,None,None
1548,Pineapple Chunk,hybrid,4.5,"Relaxed,Happy,Hungry,Euphoric,Uplifted","Pineapple,Tropical,Skunk"
1549,Pineapple Cookies,hybrid,4,"Talkative,Energetic,Euphoric,Happy,Uplifted","Pineapple,Sweet,Flowery"
1550,Pineapple Diesel,hybrid,4.4,"Uplifted,Talkative,Happy,Euphoric,Giggly","Diesel,Pungent,Pineapple"
1551,Pineapple Dog Shit,hybrid,4.2,"Uplifted,Euphoric,Energetic,Focused,Happy","Pineapple,Sweet,Earthy"
1552,Pineapple Express,hybrid,4.4,"Happy,Uplifted,Euphoric,Energetic,Relaxed","Pineapple,Sweet,Tropical"
1553,Pineapple Fields,sativa,4.3,"Creative,Uplifted,Happy,Relaxed,Euphoric","Sweet,Pineapple,Tropical"
1554,Pineapple Haze,sativa,4.2,"Relaxed,Euphoric,Happy,Uplifted,Energetic","Pineapple,Citrus,Tropical"
1555,Pineapple Jack,sativa,4.4,"Happy,Euphoric,Talkative,Tingly,Giggly","Pineapple,Sweet,Tropical"
1556,Pineapple Kush,hybrid,4.2,"Happy,Uplifted,Euphoric,Giggly,Relaxed","Pineapple,Sweet,Tropical"
1557,Pineapple Og,sativa,4.6,"Happy,Uplifted,Focused,Creative,Energetic","Pineapple,Citrus,Tropical"
1558,Pineapple Punch,sativa,4.5,"Creative,Aroused,Happy,Euphoric,Uplifted","Tropical,Pineapple,Sweet"
1559,Pineapple Purple Skunk,hybrid,4.5,"Relaxed,Happy,Uplifted,Euphoric,Aroused","Sweet,Citrus,Pineapple"
1560,Pineapple Purps,sativa,4.4,"Creative,Uplifted,Relaxed,Euphoric,Energetic","Earthy,Pineapple,Berry"
1561,Pineapple Sage,sativa,5,"Uplifted,Creative,Energetic,Euphoric,Focused","Sage,Sweet,Lemon"
1562,Pineapple Skunk,hybrid,4.4,"Uplifted,Happy,Relaxed,Euphoric,Talkative","Pineapple,Skunk,Sweet"
1563,Pineapple Super Silver Haze,sativa,4.7,"Happy,Euphoric,Energetic,Focused,Tingly","Pineapple,Sweet,Earthy"
1564,Pineapple Thai,sativa,4,"Relaxed,Creative,Sleepy,Happy,Focused","Pineapple,Citrus,Sweet"
1565,Pineapple Trainwreck,hybrid,4.1,"Relaxed,Euphoric,Uplifted,Happy,Giggly","Pineapple,Pine,Woody"
1566,Pineapple Upside Down Cake,hybrid,5,"Euphoric,Happy,Relaxed,Tingly,Uplifted","Sweet,Pineapple,Pine"
1567,Pink Berry,indica,4,"Sleepy,Uplifted,Aroused,Tingly,Euphoric","Sweet,Flowery,Butter"
1568,Pink Bubba,indica,4.4,"Relaxed,Euphoric,Sleepy,Hungry,Happy","Sweet,Earthy,Pungent"
1569,Pink Champagne,indica,4.8,"Relaxed,Happy,Euphoric,Uplifted,Sleepy","Berry,Sweet,Rose"
1570,Pink Cookies,hybrid,4.5,"Relaxed,Happy,Euphoric,Tingly,Aroused","Sweet,Earthy,Pungent"
1571,Pink Death Star,indica,4.7,"Relaxed,Sleepy,Euphoric,Happy,Tingly","Earthy,Spicy/Herbal,Flowery"
1572,Pink Hawaiian,hybrid,4.8,"Uplifted,Creative,Happy,Aroused,Energetic","Sweet,Tropical,Strawberry"
1573,Pink Kush,hybrid,4.5,"Relaxed,Happy,Sleepy,Euphoric,Hungry","Sweet,Earthy,Flowery"
1574,Pink Lemonade,hybrid,4.5,"Happy,Uplifted,Energetic,Relaxed,Focused","Lemon,Sweet,Citrus"
1575,Pink Mango,hybrid,4.5,"Relaxed,Happy,Euphoric,Creative,Focused","Mango,Berry,Grapefruit"
1576,Pink Panther,hybrid,4.4,"Happy,Euphoric,Energetic,Uplifted,Relaxed","Flowery,Sweet,Pungent"
1577,Pink Pez,hybrid,4.1,"Happy,Sleepy,Creative,Relaxed,Hungry","Citrus,Sweet,Grapefruit"
1578,Pink Starburst,hybrid,4.1,"Euphoric,Happy,Talkative,Uplifted,Creative","Sweet,Diesel,Berry"
1579,Pink Sunset,indica,4.6,"Relaxed,Euphoric,Tingly,Sleepy,Happy","Sweet,Berry,Vanilla"
1580,Pinot Green,sativa,4.2,"Talkative,Euphoric,Focused,Sleepy,Uplifted","Woody,Coffee,Pine"
1581,Pitbull,indica,4.3,"Relaxed,Sleepy,Happy,Euphoric,Focused","Sweet,Earthy,Tropical"
1582,Pia Collision,sativa,None,None,None
1583,Platinum Bubba Kush,indica,4.5,"Euphoric,Relaxed,Happy,Sleepy,Uplifted","Earthy,Flowery,Woody"
1584,Platinum Calyx,hybrid,5,"Euphoric,Uplifted,Creative,Hungry,Relaxed","Berry,Grape,Lavender"
1585,Platinum Gsc,hybrid,4.6,"Relaxed,Happy,Euphoric,Uplifted,Hungry","Sweet,Earthy,Pungent"
1586,Platinum Huckleberry Cookies,hybrid,4.8,"Euphoric,Relaxed,Happy,Tingly,Creative","Pine,Spicy/Herbal,Minty"
1587,Platinum Kush,indica,4.4,"Relaxed,Happy,Euphoric,Sleepy,Uplifted","Sweet,Earthy,Pungent"
1588,Platinum Og,indica,4.4,"Relaxed,Sleepy,Euphoric,Happy,Hungry","Earthy,Pine,Pungent"
1589,Platinum Purple Kush,indica,4.3,"Relaxed,Sleepy,Happy,Euphoric,Hungry","Chemical,Tea,Earthy"
1590,Platinum Sour Diesel,hybrid,5,"Giggly,Relaxed,Uplifted,Euphoric,Happy","Sweet,Lemon,Flowery"
1591,Plushberry,indica,4.3,"Relaxed,Happy,Euphoric,Sleepy,Uplifted","Berry,Sweet,Earthy"
1592,Pluto Kush,indica,3.9,"Euphoric,Sleepy,Relaxed,Creative,Hungry","Blueberry,Sweet,Skunk"
1593,Pokie,indica,3.5,"Relaxed,Sleepy,Euphoric,Happy,Focused","Butter,Citrus,Cheese"
1594,Poochie Love,sativa,4,"Euphoric,Focused,Creative,Happy,Energetic","Earthy,Pungent,Skunk"
1595,Pop Rox,hybrid,4.3,"Euphoric,Creative,Uplifted,Happy,Aroused","Sweet,Grape,Citrus"
1596,Popcorn Kush,indica,4.2,"Relaxed,Sleepy,Happy,Hungry,Giggly","Butter,Sweet,Earthy"
1597,Pot Of Gold,indica,4.2,"Relaxed,Happy,Creative,Focused,Sleepy","Skunk,Sweet,Earthy"
